Date,Zone,Consumption,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Holiday,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F)
2020-09-21,101 Hydro,1725.69,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,149 Hydro,7790.47,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,34 Hydro,1583.76,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,59 Hydro,5262.12,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Canal 1,3405.16,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Canal 2,8240.92,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Canal 3,40798.58,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Foothill,185135.5,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Intermediate,274773.07,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Lower,161601.76,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Mountain,14957.37,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-21,Upper,402457.25,1,0,0,0,0,0,0,0,0.19,0,470,13.2,93.5,60.6,76,76,21,43,52,3.1,75.2,73.2
2020-09-22,101 Hydro,1568.47,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,149 Hydro,6806.34,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,34 Hydro,1564.27,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,59 Hydro,6540.9,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Canal 1,3107.99,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Canal 2,8162.84,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Canal 3,43745.65,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Foothill,194495.47,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Intermediate,290272.55,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Lower,171323.63,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Mountain,15384.02,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-22,Upper,439076.69,0,1,0,0,0,0,0,0,0.2,0,478,12.8,92.5,59.2,75.8,75,21,42,51.1,3.3,79.4,73.2
2020-09-23,101 Hydro,1526.47,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,149 Hydro,7242.95,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,34 Hydro,1438.52,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,59 Hydro,4535.87,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Canal 1,2973.38,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Canal 2,8095.46,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Canal 3,42924.54,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Foothill,199526.81,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Intermediate,300428.06,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Lower,172705.47,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Mountain,15527.33,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-23,Upper,449712.6,0,0,1,0,0,0,0,0,0.19,0,463,12.7,92.2,61,76.1,67,22,41,50.9,3,73.1,73
2020-09-24,101 Hydro,1695.19,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,149 Hydro,8123.64,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,34 Hydro,1573.36,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,59 Hydro,6320.41,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Canal 1,3083.7999999999997,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Canal 2,8454.61,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Canal 3,42846,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Foothill,206263.74,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Intermediate,302119.62,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Lower,169162.12,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Mountain,15831.36,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-24,Upper,452284.02,0,0,0,1,0,0,0,0,0.2,0,465,11.4,94.4,61.2,76.7,61,16,36,47.9,3.1,73.4,73
2020-09-25,101 Hydro,1415.07,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,149 Hydro,7200.47,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,34 Hydro,1916.76,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,59 Hydro,5799.64,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Canal 1,3985.5,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Canal 2,8487.49,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Canal 3,42678.89,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Foothill,197532.46,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Intermediate,299630.81,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Lower,169930.39,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Mountain,15696.210000000001,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-25,Upper,452084.2,0,0,0,0,1,0,0,1,0.19,0,479,11.9,90.7,58.3,74.1,65,20,41,49,3,73.1,72.1
2020-09-26,101 Hydro,1533.4,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,149 Hydro,6757.45,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,34 Hydro,1621.81,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,59 Hydro,5620.29,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Canal 1,3840.6,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Canal 2,7977.05,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Canal 3,45504.03,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Foothill,195743.74,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Intermediate,303156.7,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Lower,177049.95,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Mountain,15464.19,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-26,Upper,441386.46,0,0,0,0,0,1,0,0,0.18,0,476,13.3,90.8,57.2,73.1,75,20,48,52.2,3.1,74.6,72
2020-09-27,101 Hydro,1304.62,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,149 Hydro,7095.22,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,34 Hydro,1436.51,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,59 Hydro,4471.28,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Canal 1,4002.07,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Canal 2,9452.789999999999,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Canal 3,46115.73,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Foothill,194851.66,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Intermediate,299836.52,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Lower,176612.87,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Mountain,15996.91,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-27,Upper,451534.3,0,0,0,0,0,0,1,0,0.17,0,449,15.8,91.8,58.2,73.4,82,31,56,56.8,3.2,76.3,71.7
2020-09-28,101 Hydro,1414.95,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,149 Hydro,7633.57,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,34 Hydro,2097.63,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,59 Hydro,6036.23,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Canal 1,3704.04,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Canal 2,7925.31,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Canal 3,45145.37,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Foothill,198758.08,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Intermediate,298874.51,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Lower,170127.54,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Mountain,15073.31,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-28,Upper,444488.23,1,0,0,0,0,0,0,0,0.2,0,456,12.9,100.9,59.7,80.4,82,10,37,51.4,3,72.9,72.2
2020-09-29,101 Hydro,1904.95,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,149 Hydro,6967.67,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,34 Hydro,2331.88,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,59 Hydro,5600.75,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Canal 1,3188.13,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Canal 2,8689.29,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Canal 3,43305.31,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Foothill,199252.46,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Intermediate,314431.26,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Lower,182997.42,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Mountain,15373.99,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-29,Upper,465007.63,0,1,0,0,0,0,0,0,0.21,0,467,9.6,101.4,62.6,83,71,8,25,43.4,3.3,78.7,72.2
2020-09-30,101 Hydro,1870.2,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,149 Hydro,7690.82,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,34 Hydro,2279.26,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,59 Hydro,3983.65,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Canal 1,3319.17,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Canal 2,9756.8,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Canal 3,48509.62,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Foothill,221390.41,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Intermediate,350662.33,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Lower,197436.14,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Mountain,18013.62,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-09-30,Upper,510863.46,0,0,1,0,0,0,0,0,0.24,0,462,7.2,103.3,66.2,85.1,35,7,17,36,4.1,98.9,72.1
2020-10-01,101 Hydro,1956.1299999999999,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,149 Hydro,7911.17,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,34 Hydro,1832.95,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,59 Hydro,5934.35,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Canal 1,3408.37,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Canal 2,8515.03,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Canal 3,44759.55,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Foothill,200336.48,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Intermediate,315198.77,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Lower,179669.84,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Mountain,17506.96,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-01,Upper,466747.7,0,0,0,1,0,0,0,0,0.23,0,458,7.2,103.6,64.6,84,33,7,18,36.2,3.8,91.3,71.8
2020-10-02,101 Hydro,1844.79,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,149 Hydro,7600.34,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,34 Hydro,1585.29,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,59 Hydro,6576.37,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Canal 1,3823.4500000000003,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Canal 2,8187.72,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Canal 3,45137.28,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Foothill,207968.24,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Intermediate,327570.66,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Lower,175963.33,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Mountain,16393.88,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-02,Upper,478780.53,0,0,0,0,1,0,0,0,0.22,0,464,7.7,104.1,63.8,82.4,41,7,20,37.8,3.5,83,71.8
2020-10-03,101 Hydro,1802.48,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,149 Hydro,8152.09,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,34 Hydro,1403.31,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,59 Hydro,5760.48,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Canal 1,2697.7000000000003,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Canal 2,7671.53,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Canal 3,45304.13,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Foothill,209584.26,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Intermediate,320212.1,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Lower,176654.23,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Mountain,18349.84,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-03,Upper,474616.49,0,0,0,0,0,1,0,0,0.21,0,459,8.1,100,61.8,80.1,44,12,23,39.1,3.2,77.7,71.4
2020-10-04,101 Hydro,1090.48,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,149 Hydro,8603.64,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,34 Hydro,1346.56,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,59 Hydro,4712.99,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Canal 1,3277.79,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Canal 2,8289.31,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Canal 3,47788.49,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Foothill,209212.67,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Intermediate,312567.47,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Lower,176209.32,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Mountain,16930.37,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-04,Upper,476220.57,0,0,0,0,0,0,1,0,0.2,0,445,8.8,96.5,61.9,78,51,11,27,41.2,3,72.4,71.3
2020-10-05,101 Hydro,1775.41,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,149 Hydro,7074.99,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,34 Hydro,1733.08,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,59 Hydro,4955.66,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,Canal 1,3307.94,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,Canal 2,7851.63,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,Canal 3,44739.89,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,Foothill,198711.64,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
2020-10-05,Intermediate,310290.21,1,0,0,0,0,0,0,0,0.18,0,407,8.5,95.1,62.9,78,44,10,26,40.2,2.9,69.7,70.9
