Consumption,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Holiday,Precip (in),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Wind Speed (mph),Consumption_t1,Consumption_t2,Consumption_t3,Consumption_t4,Consumption_t5,Consumption_t6,Consumption_t7,Consumption_t14,Consumption_t21,Consumption_t28
400904.9017903412,1,0,0,0,0,0,0,0,0,86.7,56.7,78,29,2.9,415376.6399711544,418404.67945146357,421917.6810096612,395068.3760764608,415162.3230880524,389548.50075216877,378196.2888049052,439689.8243850504,442770.9755536676,395823.833738746
408348.5423093048,0,1,0,0,0,0,0,0,0,86.6,53.4,87,33,2.8,400904.9017903412,415376.6399711544,418404.67945146357,421917.6810096612,395068.3760764608,415162.3230880524,389548.50075216877,431109.14490512677,421714.3604901948,425153.3797107352
377561.8659478064,0,0,1,0,0,0,0,0,0,80.2,55.8,98,44,3.4,408348.5423093048,400904.9017903412,415376.6399711544,418404.67945146357,421917.6810096612,395068.3760764608,415162.3230880524,402129.537634412,462938.6056821372,425275.01295748
388512.2991937992,0,0,0,1,0,0,0,0,0,76.3,58.1,88,49,3.8,377561.8659478064,408348.5423093048,400904.9017903412,415376.6399711544,418404.67945146357,421917.6810096612,395068.3760764608,392704.6815311704,434430.6451646364,412453.6269843444
356757.3443908096,0,0,0,0,1,0,0,0,0,74.7,59.7,84,49,3.5,388512.2991937992,377561.8659478064,408348.5423093048,400904.9017903412,415376.6399711544,418404.67945146357,421917.6810096612,409200.27425729757,447052.22646246117,409576.3199715572
329006.5620550744,0,0,0,0,0,1,0,0,0,71.5,60.4,84,54,3.3,356757.3443908096,388512.2991937992,377561.8659478064,408348.5423093048,400904.9017903412,415376.6399711544,418404.67945146357,353730.5017936172,432078.3210089556,427220.322048254
322877.9220555,0,0,0,0,0,0,1,0,0,65.6,56.6,83,62,4,329006.5620550744,356757.3443908096,388512.2991937992,377561.8659478064,408348.5423093048,400904.9017903412,415376.6399711544,375771.927246632,476586.514252618,447836.7833455236
302806.7906283224,1,0,0,0,0,0,0,0,0,67.3,52.5,80,4,9,322877.9220555,329006.5620550744,356757.3443908096,388512.2991937992,377561.8659478064,408348.5423093048,400904.9017903412,378196.2888049052,439689.8243850504,442770.9755536676
346585.2591967108,0,1,0,0,0,0,0,0,0,77.4,49.7,31,7,4.3,302806.7906283224,322877.9220555,329006.5620550744,356757.3443908096,388512.2991937992,377561.8659478064,408348.5423093048,389548.50075216877,431109.14490512677,421714.3604901948
374168.2534805096,0,0,1,0,0,0,0,0,0,81,46.2,57,12,2.8,346585.2591967108,302806.7906283224,322877.9220555,329006.5620550744,356757.3443908096,388512.2991937992,377561.8659478064,415162.3230880524,402129.537634412,462938.6056821372
354463.5927026572,0,0,0,1,0,0,0,0,0,86.8,47.7,59,9,3,374168.2534805096,346585.2591967108,302806.7906283224,322877.9220555,329006.5620550744,356757.3443908096,388512.2991937992,395068.3760764608,392704.6815311704,434430.6451646364
411447.2726987,0,0,0,0,1,0,0,0,0,87.6,51.4,50,10,2.9,354463.5927026572,374168.2534805096,346585.2591967108,302806.7906283224,322877.9220555,329006.5620550744,356757.3443908096,421917.6810096612,409200.27425729757,447052.22646246117
387305.2425705064,0,0,0,0,0,1,0,0,0,90.4,50.6,47,10,3,411447.2726987,354463.5927026572,374168.2534805096,346585.2591967108,302806.7906283224,322877.9220555,329006.5620550744,418404.67945146357,353730.5017936172,432078.3210089556
423451.4867238404,0,0,0,0,0,0,1,0,0,91.1,56.7,43,9,3.6,387305.2425705064,411447.2726987,354463.5927026572,374168.2534805096,346585.2591967108,302806.7906283224,322877.9220555,415376.6399711544,375771.927246632,476586.514252618
407851.0877638848,1,0,0,0,0,0,0,0,0,87.4,56.1,64,18,3.5,423451.4867238404,387305.2425705064,411447.2726987,354463.5927026572,374168.2534805096,346585.2591967108,302806.7906283224,400904.9017903412,378196.2888049052,439689.8243850504
391266.70127153,0,1,0,0,0,0,0,0,0,82.1,53.2,70,29,2.8,407851.0877638848,423451.4867238404,387305.2425705064,411447.2726987,354463.5927026572,374168.2534805096,346585.2591967108,408348.5423093048,389548.50075216877,431109.14490512677
439449.1760733788,0,0,1,0,0,0,0,0,0,94.5,52.1,69,10,2.6,391266.70127153,407851.0877638848,423451.4867238404,387305.2425705064,411447.2726987,354463.5927026572,374168.2534805096,377561.8659478064,415162.3230880524,402129.537634412
