Consumption,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Holiday,Precip (in),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Wind Speed (mph),Consumption_t1,Consumption_t2,Consumption_t3,Consumption_t4,Consumption_t5,Consumption_t6,Consumption_t7,Consumption_t14,Consumption_t21,Consumption_t28
15256.6690898496,0,0,0,0,1,0,0,0,0,87.6,51.4,50,10,2.9,13751.7381808632,13971.5906483804,14343.2976613416,14507.1958431484,12528.5984406884,6913.7205190004,13310.462336738,17393.4046741168,14545.122076912,11858.7927264492
8808.3864928948,0,0,0,0,0,1,0,0,0,90.4,50.6,47,10,3,15256.6690898496,13751.7381808632,13971.5906483804,14343.2976613416,14507.1958431484,12528.5984406884,6913.7205190004,13002.9381809152,14741.410908067199,10497.4877914788
10483.7984408304,0,0,0,0,0,0,1,0,0,91.1,56.7,43,9,3.6,8808.3864928948,15256.6690898496,13751.7381808632,13971.5906483804,14343.2976613416,14507.1958431484,12528.5984406884,10567.8046745908,10251.8275317556,10072.9683109888
14606.462336648,1,0,0,0,0,0,0,0,0,87.4,56.1,64,18,3.5,10483.7984408304,8808.3864928948,15256.6690898496,13751.7381808632,13971.5906483804,14343.2976613416,14507.1958431484,14371.948050949999,12609.0888302932,12964.338700398399
14951.68831065,0,1,0,0,0,0,0,0,0,82.1,53.2,70,29,2.8,14606.462336648,10483.7984408304,8808.3864928948,15256.6690898496,13751.7381808632,13971.5906483804,14343.2976613416,16310.150648218,12546.327271856,13834.0238951432
11432.2535056996,0,0,1,0,0,0,0,0,0,94.5,52.1,69,10,2.6,14951.68831065,14606.462336648,10483.7984408304,8808.3864928948,15256.6690898496,13751.7381808632,13971.5906483804,14651.4950639176,14695.9293496288,13362.451947123998
14645.361037944,0,0,0,1,0,0,0,0,0.05,92.8,56.6,38,11,2.9,11432.2535056996,14951.68831065,14606.462336648,10483.7984408304,8808.3864928948,15256.6690898496,13751.7381808632,13838.811427610399,14534.3501288608,17012.4966221952
13057.8451938984,0,0,0,0,1,0,0,0,0.01,82.9,53.5,90,19,6,14645.361037944,11432.2535056996,14951.68831065,14606.462336648,10483.7984408304,8808.3864928948,15256.6690898496,13310.462336738,17393.4046741168,14545.122076912
8630.8737656344,0,0,0,0,0,1,0,0,0.57,55.9,42.9,89,60,5.2,13057.8451938984,14645.361037944,11432.2535056996,14951.68831065,14606.462336648,10483.7984408304,8808.3864928948,6913.7205190004,13002.9381809152,14741.410908067199
8245.028570856,0,0,0,0,0,0,1,0,0.32,56.6,44,88,47,5.1,8630.8737656344,13057.8451938984,14645.361037944,11432.2535056996,14951.68831065,14606.462336648,10483.7984408304,12528.5984406884,10567.8046745908,10251.8275317556
11865.225973202,1,0,0,0,0,0,0,0,0,61.2,36.9,94,34,2.6,8245.028570856,8630.8737656344,13057.8451938984,14645.361037944,11432.2535056996,14951.68831065,14606.462336648,14507.1958431484,14371.948050949999,12609.0888302932
9475.3496097316,0,1,0,0,0,0,0,0,0,67.1,37.3,80,19,2.4,11865.225973202,8245.028570856,8630.8737656344,13057.8451938984,14645.361037944,11432.2535056996,14951.68831065,14343.2976613416,16310.150648218,12546.327271856
11698.784414771999,0,0,1,0,0,0,0,1,0.02,68.8,39.4,76,18,2.6,9475.3496097316,11865.225973202,8245.028570856,8630.8737656344,13057.8451938984,14645.361037944,11432.2535056996,13971.5906483804,14651.4950639176,14695.9293496288
13038.0966224712,0,0,0,1,0,0,0,0,0,71.8,41.5,77,23,2.4,11698.784414771999,9475.3496097316,11865.225973202,8245.028570856,8630.8737656344,13057.8451938984,14645.361037944,13751.7381808632,13838.811427610399,14534.3501288608
