Consumption,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Holiday,Precip (in),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Wind Speed (mph),Consumption_t1,Consumption_t2,Consumption_t3,Consumption_t4,Consumption_t5,Consumption_t6,Consumption_t7,Consumption_t14,Consumption_t21,Consumption_t28
47945.7163603068,0,0,1,0,0,0,0,0,0,58.5,37.8,80,33,2.6,62412.4425930684,49482.514282277996,55044.5797364372,56617.807788276,79094.7490854164,89237.5854483484,87098.7553186268,89674.7470067596,78643.2249296036,57875.657138837996
49609.683113438,0,0,0,1,0,0,0,0,0.08,65.8,38.3,82,28,4.4,47945.7163603068,62412.4425930684,49482.514282277996,55044.5797364372,56617.807788276,79094.7490854164,89237.5854483484,95412.3802531144,90251.1958378884,56564.2472687992
37106.5932441764,0,0,0,0,1,0,0,0,1.15,50.2,37.8,95,76,3.8,49609.683113438,47945.7163603068,62412.4425930684,49482.514282277996,55044.5797364372,56617.807788276,79094.7490854164,93963.553240228,89193.0763574424,63553.745450132
59397.643632238796,0,0,0,0,0,1,0,0,0,61.2,33.4,98,41,2.3,37106.5932441764,49609.683113438,47945.7163603068,62412.4425930684,49482.514282277996,55044.5797364372,56617.807788276,106254.6451874264,102319.3683045828,75687.0732414972
56197.4773986948,0,0,0,0,0,0,1,0,0,68.2,38.2,85,21,2.1,59397.643632238796,37106.5932441764,49609.683113438,47945.7163603068,62412.4425930684,49482.514282277996,55044.5797364372,109212.1433690392,101301.7932397184,76386.87583885119
53475.3163599228,1,0,0,0,0,0,0,0,0,65.8,50.5,74,34,2.2,56197.4773986948,59397.643632238796,37106.5932441764,49609.683113438,47945.7163603068,62412.4425930684,49482.514282277996,91844.4716819336,92822.8488247228,107409.4877847488
55355.470126026,0,1,0,0,0,0,0,0,0,75.3,51.3,77,34,2.6,53475.3163599228,56197.4773986948,59397.643632238796,37106.5932441764,49609.683113438,47945.7163603068,62412.4425930684,86539.0628511332,90957.880513164,80085.9927217112
54653.1241520488,0,0,1,0,0,0,0,0,0,69.7,44.6,89,36,2.7,55355.470126026,53475.3163599228,56197.4773986948,59397.643632238796,37106.5932441764,49609.683113438,47945.7163603068,87098.7553186268,89674.7470067596,78643.2249296036
59501.9968789848,0,0,0,1,0,0,0,0,0,69.8,40,89,24,2.3,54653.1241520488,55355.470126026,53475.3163599228,56197.4773986948,59397.643632238796,37106.5932441764,49609.683113438,89237.5854483484,95412.3802531144,90251.1958378884
66451.698696684,0,0,0,0,1,0,0,0,0,72.2,39.6,71,23,3,59501.9968789848,54653.1241520488,55355.470126026,53475.3163599228,56197.4773986948,59397.643632238796,37106.5932441764,79094.7490854164,93963.553240228,89193.0763574424
77254.7657089208,0,0,0,0,0,1,0,0,0,80.3,41.3,74,13,2.6,66451.698696684,59501.9968789848,54653.1241520488,55355.470126026,53475.3163599228,56197.4773986948,59397.643632238796,56617.807788276,106254.6451874264,102319.3683045828
86869.028565396,0,0,0,0,0,0,1,0,0,75.5,42.5,64,18,2.8,77254.7657089208,66451.698696684,59501.9968789848,54653.1241520488,55355.470126026,53475.3163599228,56197.4773986948,55044.5797364372,109212.1433690392,101301.7932397184
